Unnamed: 0,index,Paper Title,Authors,Published Year,Publication Venue
2071753,2071754,Games in Operations Management: IFIP TC5/WG5.7 Fourth International Workshop of the Special Interest Group on Integrated Production Management Systems ... in Information and Communication Technology),Jens Ove Riis;Riitta Smeds;Rik Van Landeghem,2013.0,Games in Operations Management: IFIP TC5/WG5.7 Fourth International Workshop of the Special Interest Group on Integrated Production Management Systems ... in Information and Communication Technology)
21974,21975,Learning classical physics,Jude W. Shavlik,1986.0,Machine learning: a guide to current research
593509,593510,Online Facial Expression Recognition Based on Personalized Galleries,H. Hong;H. Neven;C. von der Malsburg,1998.0,FG '98 Proceedings of the 3rd. International Conference on Face & Gesture Recognition
619311,619312,"Object-Oriented COBOL, The Old, The Bad and The Ugly [Abstract]",Guido Dedene,2000.0,TOOLS '00 Proceedings of the Technology of Object-Oriented Languages and Systems (TOOLS 34'00)
296797,296798,Adaptive performance prediction for distributed data-intensive applications,Marcio Faerman;Alan Su;Richard Wolski;Francine Berman,1999.0,SC '99 Proceedings of the 1999 ACM/IEEE conference on Supercomputing
592363,592364,A Layered Approach to Stereo Reconstruction,S. Baker;R. Szeliski;P. Anandan,1998.0,CVPR '98 Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition
1003336,1003337,Requirements for QoS-based Web Service Description and Discovery,Kyriakos Kritikos;Dimitris Plexousakis,2007.0,COMPSAC '07 Proceedings of the 31st Annual International Computer Software and Applications Conference - Volume 02
178377,178378,Educating educators: lessons in adding Ada to a small school curriculum,Susan Luks;Suzanne Pawlan Levy,1994.0,TRI-Ada '94 Proceedings of the conference on TRI-Ada '94
1848285,1848286,A hybrid multilevel control scheme for supporting mixed traffic in broadband networks,Chung-Sheng Li;C. J. Georgiou;Ki Won Lee,2006.0,IEEE Journal on Selected Areas in Communications
1273117,1273118,Temporal reasoning and termination of programs,Luis Farinas-del-Cerro,1983.0,IJCAI'83 Proceedings of the Eighth international joint conference on Artificial intelligence - Volume 2
2075683,2075684,A Comparative Study of Ordered and Covering Information Systems,Changzhong Wang;Degang Chen;Qiang He;Qinhua Hu,2013.0,Fundamenta Informaticae
385525,385526,Sams Teach Yourself Jbuilder 2 in 21 Days,Don Doherty;Michelle M. Manning,1998.0,Sams Teach Yourself Jbuilder 2 in 21 Days
1252189,1252190,Small-group face-to-face discussions in the classroom: a new direction of CSCL research,Wouter Van Diggelen;Maarten Overdijk,2007.0,CSCL'07 Proceedings of the 8th iternational conference on Computer supported collaborative learning
1746676,1746677,Mitigating program security vulnerabilities: Approaches and challenges,Hossain Shahriar;Mohammad Zulkernine,2012.0,ACM Computing Surveys (CSUR)
1464520,1464521,Optimal physical carrier sense in wireless networks,Kyung-Joon Park;Jihyuk Choi;Jennifer C. Hou;Yih-Chun Hu;Hyuk Lim,2011.0,Ad Hoc Networks
775625,775626,A New Method in Locating and Segmenting Palmprint into Region-of-Interest,C. Poon;D. C.  M. Wong;H. C. Shen,2004.0,"ICPR '04 Proceedings of the Pattern Recognition, 17th International Conference on (ICPR'04) Volume 4 - Volume 04"
402980,402981,"Assembly Language Programming, 80386-80486",Penn Brumm;Don Brumm,1992.0,"Assembly Language Programming, 80386-80486"
380667,380668,"Relativity and Scientific Computing: Computer Algebra, Numerics, Visualization",F. W. Hehl;Hanns Ruder;R. A. Puntigam,1996.0,"Relativity and Scientific Computing: Computer Algebra, Numerics, Visualization"
960597,960598,Dielectric quality and reliability of FUSI/HfSiON devices with process induced strain,A. Shickova;B. Kaczer;E. Simoen;P. Verheyen;G. Eneman;M. Jurczak;P. Absil;H. Maes;G. Groeseneken,2007.0,Microelectronic Engineering
237338,237339,Future directions in online information at MetaCenter,Robert B. Stock,1993.0,SIGUCCS '93 Proceedings of the 21st annual ACM SIGUCCS conference on User services
1342283,1342284,Real-world robot navigation amongst deformable obstacles,Barbara Frank;Cyrill Stachniss;Rüdiger Schmedding;Matthias Teschner;Wolfram Burgard,2009.0,ICRA'09 Proceedings of the 2009 IEEE international conference on Robotics and Automation
1561671,1561672,Solid simulation with oriented particles,Matthias Müller;Nuttapong Chentanez,2011.0,ACM SIGGRAPH 2011 papers
302555,302556,Redesigning the Medical Office for Improved Efficiency: An Object-Oriented Event-Driven Messaging System,Steven Walczak,2000.0,Journal of Medical Systems
337805,337806,Implement easier reuse,Jason Rein,2001.0,Programmer's Journal
1021547,1021548,Editorial: Introduction to section most cited journal articles in software engineering,Claes Wohlin,2008.0,Information and Software Technology
1032191,1032192,Real-Time Path Planning of Large-scale Virtual Crowd,Yongqing Ye;Qingge Ji,2007.0,IIH-MSP '07 Proceedings of the Third International Conference on International Information Hiding and Multimedia Signal Processing (IIH-MSP 2007) - Volume 01
1952599,1952600,Transferring Collaboration Process Designs to Practitioners: Requirements from a Cognitive Load Perspective,Gwendolyn L. Kolfschoten;Sandra van der Hulst;Mariëlle den Hengst-Bruggeling;Gert-Jan de Vreede,2012.0,International Journal of e-Collaboration
1413852,1413853,New modulation scheme for high data rate implantable medical devices,Jung-Yeol Oh;Jae-Hwan Kim;Hyung-Soo Lee;Jae-Young Kim,2009.0,ISCIT'09 Proceedings of the 9th international conference on Communications and information technologies
1537987,1537988,A control strategy for platoons of differential drive wheeled mobile robot,Gregor Klančar;Drago Matko;Sašo Blaič,2011.0,Robotics and Autonomous Systems
1866679,1866680,Joint Initialization and Tracking of Multiple Moving Objects Using Doppler Information, Ju Hong Yoon; Du Yong Kim; Seung Hwan Bae;V. Shin,2011.0,IEEE Transactions on Signal Processing
1439002,1439003,Bootstrap resampling for image registration uncertainty estimation without ground truth,Jan Kybic,2010.0,IEEE Transactions on Image Processing
451730,451731,Building customer trust in mobile commerce,Keng Siau;Zixing Shen,2003.0,Communications of the ACM - Digital rights management
914949,914950,Modelling and estimation of mutual coupling between array elements,A. Manikas;N. Fistas,1994.0,"ICASSP '94 Proceedings of the Acoustics, Speech, and Signal Processing,1994. on IEEE International Conference - Volume 04"
525257,525258,Crypto-integrity,Moti Yung,2002.0,ASIACRYPT '02 Proceedings of the 8th International Conference on the Theory and Application of Cryptology and Information Security: Advances in Cryptology
148628,148629,"Forth in space: interfacing SSBUV, a scientific instrument, to the space shuttle",Robert T. Caffrey;J. Thomas Riley;E. Hilsenrath;S. Hynes;J. Hui;S. Sjolander,1993.0,ACM SIGFORTH Newsletter
342210,342211,On the open problems OQ. 451 and OQ. 530,József Sándor,2001.0,Octogon Mathematical Magazine
369194,369195,Information Technologies in Education: The Quest for Quality Software,CORPORATE OECD CERI Staff,1989.0,Information Technologies in Education: The Quest for Quality Software
1376109,1376110,Tumor classification by combining PNN classifier ensemble with neighborhood rough set based gene reduction,Shu-Lin Wang;Xueling Li;Shanwen Zhang;Jie Gui;De-Shuang Huang,2010.0,Computers in Biology and Medicine
915699,915700,TF-ICF: A New Term Weighting Scheme for Clustering Dynamic Data Streams,Joel W. Reed;Yu Jiao;Thomas E. Potok;Brian A. Klump;Mark T. Elmore;Ali R. Hurson,2006.0,ICMLA '06 Proceedings of the 5th International Conference on Machine Learning and Applications
94941,94942,"The current state of AI, one man's opinion",Roger C. Schank,1989.0,Readings from the AI magazine
123166,123167,Modeling spaces for toleranced objects,M. Boyer;N. F. Stewart,1991.0,International Journal of Robotics Research
1802963,1802964,The Case for Abolishing the Senior Year in American Undergraduate Engineering Education,B. R. Myers,1963.0,IEEE Transactions on Education
442637,442638,Diminished-One Modulo 2^n +1 Adder Design,Haridimos T. Vergos;Costas Efstathiou;Dimitris Nikolos,2002.0,IEEE Transactions on Computers
331674,331675,Key issues in the MIS implementation process: an update using end user computing satisfaction,Peggy L. Lane;Jeffrey Palko;Timothy P. Cronan,2001.0,Strategies for managing computer software upgrades
1005500,1005501,Design of an Integrated Location System for Fire Detecting Robot,Qingmei Yang;Jianmin Sun,2007.0,FSKD '07 Proceedings of the Fourth International Conference on Fuzzy Systems and Knowledge Discovery - Volume 03
1758680,1758681,Quadratically Constrained Beamforming Robust Against Direction-of-Arrival Mismatch,Chun-Yang Chen;P.P. Vaidyanathan,2007.0,IEEE Transactions on Signal Processing
1718128,1718129,Application of very fast simulated reannealing (VFSR) to low power design,Ali Manzak;Huseyin Goksu,2005.0,"SAMOS'05 Proceedings of the 5th international conference on Embedded Computer Systems: architectures, Modeling, and Simulation"
1421400,1421401,A model of selecting the parameters based on the variance of distance ratios for manifold learning algorithms,Lukui Shi;Qingxin Yang;Yong Xu;Pilian He,2009.0,FSKD'09 Proceedings of the 6th international conference on Fuzzy systems and knowledge discovery - Volume 2
1587327,1587328,TransSearch: from a bilingual concordancer to a translation finder,Julien Bourdaillet;Stéphane Huet;Philippe Langlais;Guy Lapalme,2010.0,Machine Translation
1251489,1251490,A Proactive mobile-initiated fast handoff scheme using the multihomed approach,Chung-Ming Huang;Meng-Shu Chiang;Chin-Wei Lin,2009.0,Wireless Communications & Mobile Computing
166997,166998,Some constructions for key distribution patterns,Kathleen A. S. Quinn,1994.0,"Designs, Codes and Cryptography"
989177,989178,A GPU interpolating reconstruction from unorganized points,Carlos Buchart;Diego Borro;Aiert Amundarain,2007.0,ACM SIGGRAPH 2007 posters
1478678,1478679,Planning with deadlines in stochastic domains,Thomas Dean;Leslie Pack Kaelbling;Jak Kirman;Ann Nicholson,1993.0,AAAI'93 Proceedings of the eleventh national conference on Artificial intelligence
12377,12378,Description of organic reactions based on imaginary transition structures. 5. Recombination of reaction strings in a synthesis space and its application to the,Shinsaku Fujita,1986.0,Journal of Chemical Information & Computer Sciences
1820479,1820480,Smart enabling system for home automation,H. B. Stauffer,1991.0,IEEE Transactions on Consumer Electronics
1754580,1754581,Improving the realism in motion-based driving simulators by adapting tilt-translation technique to human perception,A Stratulat;V Roussarie;J Vercher;C Bourdin,2011.0,VR '11 Proceedings of the 2011 IEEE Virtual Reality Conference
1412077,1412078,Moving object detection and classification using neural network,M. Ali Akber Dewan;M. Julius Hossain;Oksam Chae,2008.0,KES-AMSTA'08 Proceedings of the 2nd KES International conference on Agent and multi-agent systems: technologies and applications
56344,56345,A mathematical theory for the spread of computer viruses,Winfried Gleissner,1989.0,Computers and Security
718471,718472,Which Shape from Motion?,Cornelia Fermüller;Yiannis Aloimonos,1998.0,ICCV '98 Proceedings of the Sixth International Conference on Computer Vision
1692976,1692977,Two new techniques for hiding sensitive itemsets and their empirical evaluation,Ahmed HajYasien;Vladimir Estivill-Castro,2006.0,DaWaK'06 Proceedings of the 8th international conference on Data Warehousing and Knowledge Discovery
371993,371994,File and Database Management Programs for the IBM-PC,Myron Hecht,1985.0,File and Database Management Programs for the IBM-PC
690096,690097,The detection and correction of errors in problem-solving systems,Joseph Francis Dreussi,1982.0,The detection and correction of errors in problem-solving systems
315000,315001,Interorganizational systems and trust in strategic alliances,Marios V. Karahannas;Matthew Jones,1999.0,ICIS '99 Proceedings of the 20th international conference on Information Systems
1441508,1441509,"Abstract data type: Computing, Mathematics, Data structure, Data type, Programming language, Semantics, Computational complexity theory, Stack (data structure), Interface (computer science)",Frederic P. Miller;Agnes F. Vandome;John McBrewster,2010.0,"Abstract data type: Computing, Mathematics, Data structure, Data type, Programming language, Semantics, Computational complexity theory, Stack (data structure), Interface (computer science)"
1417316,1417317,Oracle Warehouse Builder 11g: Getting Started,Robert Griesemer,2009.0,Oracle Warehouse Builder 11g: Getting Started
961115,961116,Semantic web for geospatial e-government portals,Nancy Wiegand,2007.0,dg.o '07 Proceedings of the 8th annual international conference on Digital government research: bridging disciplines & domains
1586324,1586325,Rare event simulation for a generalized Hawkes process,Xiao-Wei Zhang;Peter W. Glynn;Kay Giesecke;Jose Blanchet,2009.0,Winter Simulation Conference
1710883,1710884,Communities: concept-based querying for mobile services,Chara Skouteli;Christoforos Panayiotou;George Samaras;Evaggelia Pitoura,2004.0,GC'04 Proceedings of the 2004 IST/FET international conference on Global Computing
1917215,1917216,Designing for extensibility and planning for conflict: experiments in web-browser design,Daniel Grossman;Benjamin S. Lerner,2011.0,Designing for extensibility and planning for conflict: experiments in web-browser design
1201141,1201142,Microfluidic connectors by ultrasonic welding,S. H. Ng;Z. F. Wang;N. F. de Rooij,2009.0,Microelectronic Engineering
1202636,1202637,Program verification using templates over predicate abstraction,Saurabh Srivastava;Sumit Gulwani,2009.0,Proceedings of the 2009 ACM SIGPLAN conference on Programming language design and implementation
1296459,1296460,Grid-search-based hybrid TOA/AOA location techniques for NLOS environments,Yaqin Xie;Yan Wang;Pengcheng Zhu;Xiaohu You,2009.0,IEEE Communications Letters
1640025,1640026,Swarm Robots,Hongxing Wei;Youdong Chen;Miao Liu;Yingpeng Cai;Tianmiao Wang,2011.0,The Computer Journal
180884,180885,Inductive generation of combination operations for form feature recognition using convex decomposition,Eric Wang;Yong Se Kim,1994.0,ICC&IE-94 Selected papers from the 16th annual conference on Computers and industrial engineering
1715568,1715569,The problem of assigning evaluators to the articles submitted in an academic event: a practical solution incorporating constraint programming and heuristics,B. Jesús Aranda;F. Juan Francisco Díaz;V. James Ortíz,2004.0,MOZ'04 Proceedings of the Second international conference on Multiparadigm Programming in Mozart/Oz
1189778,1189779,"Microsoft Office 2007: Introductory Concepts and Techniques, Windows XP Edition",Gary B Shelly;Thomas J. Cashman;Misty E. Vermaat,2007.0,"Microsoft Office 2007: Introductory Concepts and Techniques, Windows XP Edition"
868904,868905,A Skill-Based PID Controller Using Artificial Neural Networks,Mitsue Kato;Toru Yamamoto;Shoichiro Fujisawa,2005.0,"CIMCA '05 Proceedings of the International Conference on Computational Intelligence for Modelling, Control and Automation and International Conference on Intelligent Agents, Web Technologies and Internet Commerce Vol-1 (CIMCA-IAWTIC'06) - Volume 01"
282349,282350,Randomized fully-scalable BSP techniques for multi-searching and convex hull construction,Michael T. Goodrich,1997.0,SODA '97 Proceedings of the eighth annual ACM-SIAM symposium on Discrete algorithms
870868,870869,Polite Personal Agents,Silvia Schiaffino;Analia Amandi,2006.0,IEEE Intelligent Systems
1780780,1780781,Toward a completely automatic neural-network-based human chromosomeanalysis,B. Lerner,1998.0,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics"
1944994,1944995,Gem #96: code archetypes for real-time programming -- part 4,Marco Panunzio,2013.0,ACM SIGAda Ada Letters
615633,615634,Statistical Rate Monotonic Scheduling,A. Atlas;A. Bestavros,1998.0,RTSS '98 Proceedings of the IEEE Real-Time Systems Symposium
1620948,1620949,"Architecture, mechanisms and scheduling analysis tool for multicore time- and space-partitioned systems",João Craveiro;José Rufino;Frank Singhoff,2011.0,ACM SIGBED Review - Work-in-Progress (WiP) Session of the 23rd Euromicro Conference on Real-Time Systems (ECRTS 2011)
310611,310612,Subfields in pure transcendental extensions,J. Gutierrez;R. Rubio,1999.0,ACM SIGSAM Bulletin
51385,51386,Microcomputers in engineering applications,J. F. Stelzer,1987.0,Microcomputers in engineering applications
503535,503536,Deductive Mathematical Databases - A Case Study,Gregory Butler;Sridhar S. Iyer,1990.0,Proceedings of the 5th International Conference SSDBM on Statistical and Scientific Database Management
2022148,2022149,Decentralized constraint satisfaction,Ken R. Duffy;Charles Bordenave;Douglas J. Leith,2013.0,IEEE/ACM Transactions on Networking (TON)
1483877,1483878,Brachistochrone with friction,Yu. F. Golubev,2010.0,Journal of Computer and Systems Sciences International
1237504,1237505,A complex cross-spectral distribution model using Normal Variance Mean Mixtures,J. A. Palmer;S. Makeig;K. Kreutz-Delgado,2009.0,"ICASSP '09 Proceedings of the 2009 IEEE International Conference on Acoustics, Speech and Signal Processing"
1995753,1995754,Efficient gröbner basis reductions for formal verification of galois field multipliers,Jinpeng Lv;Priyank Kalla;Florian Enescu,2012.0,"DATE '12 Proceedings of the Conference on Design, Automation and Test in Europe"
1798396,1798397,Top-k interesting phrase mining in ad-hoc collections using sequence pattern indexing,Chuancong Gao;Sebastian Michel,2012.0,Proceedings of the 15th International Conference on Extending Database Technology
1347187,1347188,Deployment of systems development methodologies: Perceptual congruence between IS managers and systems developers,Magda Huisman;Juhani Iivari,2006.0,Information and Management
152476,152477,MIS meets multimedia on the network,Bob Francis,1993.0,Datamation
466583,466584,Learning to Predict Performance from Formula Modeling and Training Data,Bryan Singer;Manuela M. Veloso,2000.0,ICML '00 Proceedings of the Seventeenth International Conference on Machine Learning
884767,884768,Invariant content-based image retrieval by wavelet energy signatures,Chi-Man Pun,2003.0,ICME '03 Proceedings of the 2003 International Conference on Multimedia and Expo - Volume 1
1881790,1881791,Inquisitive knowledge attribution and the gettier problem,Wataru Uegaki,2011.0,"AC'11 Proceedings of the 18th Amsterdam colloquim conference on Logic, Language and Meaning"
393884,393885,Internet and Online Privacy: A Legal and Business Guide,Andrew T. Frackman;Rebecca Martin;Claudia Ray,2002.0,Internet and Online Privacy: A Legal and Business Guide
1620705,1620706,Detection of epileptic electroencephalogram based on Permutation Entropy and Support Vector Machines,Nicoletta Nicolaou;Julius Georgiou,2012.0,Expert Systems with Applications: An International Journal
471501,471502,Optimizing Costs of Web-based Modeling and Simulation,Dhananjai Madhava Rao;Harold W. Carter;Philip A. Wilsey,2001.0,IPDPS '01 Proceedings of the 15th International Parallel & Distributed Processing Symposium
1207074,1207075,"Self Managing Top-k (Summary, Keyword) Indexes in XML Retrieval",Mariano P. Consens;Xin Gu;Yaron Kanza;Flavio Rizzolo,2007.0,ICDEW '07 Proceedings of the 2007 IEEE 23rd International Conference on Data Engineering Workshop
1187472,1187473,Note: Distances in positive density sets in Rd,Anthony Quas,2009.0,Journal of Combinatorial Theory Series A
1191983,1191984,Design of a sampling strategy to optimally calibrate a reactive transport model: Exploring the potential for Escherichia coli in the Scheldt Estuary,Anouk de Brauwere;Fjo De Ridder;Olivier Gourgue;Jonathan Lambrechts;Richard Comblen;Rik Pintelon;Julien Passerat;Pierre Servais;Marc Elskens;Willy Baeyens;Tuomas Kärnä;Benjamin de Brye;Eric Deleersnijder,2009.0,Environmental Modelling & Software
1829789,1829790,"Reports: White House unveils new cyber-crime, crypto export policies",Wayne Madsen,2000.0,Network Security
781442,781443,"The Weil Pairing, and Its Efficient Calculation",Victor S. Miller,2004.0,Journal of Cryptology
579133,579134,From Monte Carlo to quantum computation,Stefan Heinrich,2003.0,Mathematics and Computers in Simulation - Special issue: 3rd IMACS seminar on Monte Carlo methods - MCM 2001
615869,615870,Telecontrol of Ultra-High Voltage Electron Microscope over Global IPv6 Network,Toyokazu Akiyama;Shinji Shimojo;Shojiro Nishio;Yoshinori Kitatsuji;Steven Peltier;Thomas Hutton;Fang-Pang Lin,2003.0,SAINT-W '03 Proceedings of the 2003 Symposium on Applications and the Internet Workshops (SAINT'03 Workshops)
1838316,1838317,Functional area lower bound and upper bound on multicomponent selection for interval scheduling,Zhao-Xuan Shen;Ching Chuen Jong,2006.0,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems
1079813,1079814,A Hierarchical Queueing Model for Streaming Video over Multi-Hop Wireless Networks,Hao Wang,2008.0,ITNG '08 Proceedings of the Fifth International Conference on Information Technology: New Generations
1403666,1403667,A framework for Incorporating trust into formal systems development,Fredrik Degerlund;Kaisa Sere,2007.0,ICTAC'07 Proceedings of the 4th international conference on Theoretical aspects of computing
1104626,1104627,Accessible Flash Is No Oxymoron: A Case Study in E-Learning for Blind and Sighted Users,Maria Krüger,2008.0,ICCHP '08 Proceedings of the 11th international conference on Computers Helping People with Special Needs
1120340,1120341,Construction and Deconstruction of Hierarchical Event Streams with Multiple Hierarchical Layers,Jonas Rox;Rolf Ernst,2008.0,ECRTS '08 Proceedings of the 2008 Euromicro Conference on Real-Time Systems
1009554,1009555,An Automatic Target Detection Post-Processing Algorithm Based on Swarm Intelligence,Chen Zhuo;Liu Xiang-shuang;Zhuang Xiao-dong,2007.0,"SNPD '07 Proceedings of the Eighth ACIS International Conference on Software Engineering, Artificial Intelligence, Networking, and Parallel/Distributed Computing - Volume 02"
828071,828072,Developing a unified perspective on the role of multiresolution in machine intelligence tasks,Yoh-Han Pao;Zhan Zhang,2005.0,Developing a unified perspective on the role of multiresolution in machine intelligence tasks
1258164,1258165,Numerical Simulation of Jet Flow Led by Different Central Body Locations,Haixia Liu;Can Kang;Minguan Yang,2009.0,ICMTMA '09 Proceedings of the 2009 International Conference on Measuring Technology and Mechatronics Automation - Volume 02
2073949,2073950,File recipe compression in data deduplication systems,Dirk Meister;André Brinkmann;Tim Süß,2013.0,FAST'13 Proceedings of the 11th USENIX conference on File and Storage Technologies
198838,198839,Production matching for large learning systems,Robert B. Doorenbos,1995.0,Production matching for large learning systems
1587386,1587387,Within-document term-based index pruning with statistical hypothesis testing,Sree Lekha Thota;Ben Carterette,2011.0,ECIR'11 Proceedings of the 33rd European conference on Advances in information retrieval
527789,527790,Evaluating the Completeness of TSQL2,Michael H. Böhlen;Christian S. Jensen;Richard Thomas Snodgrass,1995.0,Proceedings of the International Workshop on Temporal Databases: Recent Advances in Temporal Databases
1090871,1090872,Note: None of the coronoid systems can be isometrically embedded into a hypercube,Heping Zhang;Shoujun Xu,2008.0,Discrete Applied Mathematics
1867141,1867142,XIOSim: power-performance modeling of mobile x86 cores,Svilen Kanev;Gu-Yeon Wei;David Brooks,2012.0,Proceedings of the 2012 ACM/IEEE international symposium on Low power electronics and design
1234881,1234882,An optimal controller design for SUV active roll control system,Reza Kazemi;Siavash Taheri,2008.0,ICS'08 Proceedings of the 12th WSEAS international conference on Systems
552640,552641,Tools for Teacher Participation in ITS Design,Tom Murray;Beverly Park Woolf,1992.0,ITS '92 Proceedings of the Second International Conference on Intelligent Tutoring Systems
223814,223815,Sub- and super-solutions in bifurcation problems,J. L. Gámez,1997.0,"Nonlinear Analysis: Theory, Methods & Applications"
217252,217253,An investigation of the role of implicit and explicit constraints in indexing case-based architectural systems,Abdulrahman Abdullah Al-Tassan,1996.0,An investigation of the role of implicit and explicit constraints in indexing case-based architectural systems
1718178,1718179,Performance analysis of two approaches to service discovery in mobile ad hoc networks,Dante Arias-Torres;J. Antonio García-Macías,2005.0,ISSADS'05 Proceedings of the 5th international conference on Advanced Distributed Systems
1652266,1652267,Study of the influence of α particles irradiation on the electronic behavior of AlGaAs/GaAs/AlGaAs heterojunctions,P. Georgakakos;G. Papaioannou;G. Konstantinides;Z. Hatzopoulos,2012.0,Microelectronic Engineering
663218,663219,Synthesis of an Individualized Cranial Atlas with Dysmorphic Shape,G. E. Christensen;A. A. Kane;J. L. Marsh;M. W. Vannier,1996.0,MMBIA '96 Proceedings of the 1996 Workshop on Mathematical Methods in Biomedical Image Analysis (MMBIA '96)
1298762,1298763,On the MSE-duality of the broadcast channel and the multiple access channel,Raphael Hunger;Michael Joham;Wolfgang Utschick,2009.0,IEEE Transactions on Signal Processing
1131011,1131012,Decomposition of terminology graphs for domain knowledge acquisition,Fidelia Ibekwe-SanJuan;Eric SanJuan;Michael S.E. Vogeley,2008.0,Proceedings of the 17th ACM conference on Information and knowledge management
304044,304045,Ada as a simulation language,Donald Bisant;Sandel Blackwell,1986.0,WADAS '86 Proceedings of the third annual Washington Ada symposium on Ada: Ada use in focus : practical lessons in perspective
868918,868919,Ant Colony System for Graph Coloring Problem,Malika Bessedik;Rafik Laib;Aissa Boulmerka;Habiba Drias,2005.0,"CIMCA '05 Proceedings of the International Conference on Computational Intelligence for Modelling, Control and Automation and International Conference on Intelligent Agents, Web Technologies and Internet Commerce Vol-1 (CIMCA-IAWTIC'06) - Volume 01"
706830,706831,Optimization of bist resources during high-level synthesis,Melvin A. Brever;Ishwar Parulkar,1998.0,Optimization of bist resources during high-level synthesis
174708,174709,From knowledge to belief,Daphne Koller,1994.0,From knowledge to belief
1561521,1561522,An analysis of tree topological features in classifier-based unlexicalized parsing,Samuel W. K. Chan;Mickey W. C. Chong;Lawrence Y. L. Cheung,2011.0,CICLing'11 Proceedings of the 12th international conference on Computational linguistics and intelligent text processing - Volume Part I
674061,674062,A Sharp Version of Kahan''s Theorem on Clustered Eigenvalues,Ren Li;Zhi Cao;Jin Xie,1994.0,A Sharp Version of Kahan''s Theorem on Clustered Eigenvalues
1872676,1872677,Reconstructing 3-Colored Grids from Horizontal and Vertical Projections is NP-Hard: A Solution to the 2-Atom Problem in Discrete Tomography,Christoph Dürr;Flavio Guiñez;Martin Matamala,2012.0,SIAM Journal on Discrete Mathematics
1905607,1905608,An incentive scheme in wireless access networks through a game based on trust prediction,Jinsong Gui;Zhigang Chen;Xiaoheng Deng,2012.0,International Journal of Ad Hoc and Ubiquitous Computing
703101,703102,Contracting rational curves on smooth complex threefolds,Sheldon Katz;Thomas Edward Zerger,1996.0,Contracting rational curves on smooth complex threefolds
100665,100666,Double cnoidal waves of the Korteweg-de Vries equation: a boundary value approach,Sue Ellen Haupt;John P. Boyd,1991.0,Physica D
1729464,1729465,CHI 2009 closing remarks,"Gerrit van der Veer;Dan R. Olsen, Jr.;Ken Hinkley;Meridith Ringel Morris",2012.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
746359,746360,An approach to the development of intelligent agents to assist with network configuration design problems,Hadi Rezazad;Gheorghe Tecuci,2003.0,An approach to the development of intelligent agents to assist with network configuration design problems
435421,435422,The NEOS Server,Joseph Czyzyk;Michael P. Mesnier;Jorge J. Moré,1998.0,IEEE Computational Science & Engineering
789844,789845,"Review of ""An analysis of ISLA and DEVIL - two experimental public information systems, by M. C. Maguire."" J. Inf. Sci. Principles and Practices, v. 8, 5 (June 1984), p. 203-212.",M. E. Modell,1986.0,ACM SIGCHI Bulletin
1281860,1281861,Touch Me Wear: Getting Physical with Social Networks,Aaron Beach;Baishakhi Raz;Leah Buechley,2009.0,CSE '09 Proceedings of the 2009 International Conference on Computational Science and Engineering - Volume 04
1162002,1162003,Strengthening Buffer Operator Close to the Law of Indices and Its Properties,Wan Qin;Wei Yong,2008.0,ISISE '08 Proceedings of the 2008 International Symposium on Information Science and Engieering - Volume 01
815211,815212,Processing Japanese self-correction in speech dialog systems,Kotaro Funakoshi;Takenobu Tokunaga;Hozumi Tanaka,2002.0,COLING '02 Proceedings of the 19th international conference on Computational linguistics - Volume 1
373322,373323,Programmers Reference Guide for the ATARI 400-800 Computers,David L. Heiserman,1984.0,Programmers Reference Guide for the ATARI 400-800 Computers
365422,365423,Emergence of Artificial Cognition: An Introduction to Collective Learning,P. Bock,1993.0,Emergence of Artificial Cognition: An Introduction to Collective Learning
701927,701928,Neural network models of motor timing and coordination,John Clifford Fiala;Daniel Bullock,1996.0,Neural network models of motor timing and coordination
682435,682436,STOCHASTIC CONTEXT-FREE GRAMMARS FOR MODELING THREE SPLICEOSOMAL SMALL NUCLEAR RIBONUCLEIC ACIDS (Masters Thesis),Rebecca Underwood,1994.0,STOCHASTIC CONTEXT-FREE GRAMMARS FOR MODELING THREE SPLICEOSOMAL SMALL NUCLEAR RIBONUCLEIC ACIDS (Masters Thesis)
2074096,2074097,What Sunday brunch can teach us about system design,Michael Kart,2014.0,Journal of Computing Sciences in Colleges
1578888,1578889,On-demand feature recommendations derived from mining public product descriptions,Horatiu Dumitru;Marek Gibiec;Negar Hariri;Jane Cleland-Huang;Bamshad Mobasher;Carlos Castro-Herrera;Mehdi Mirakhorli,2011.0,Proceedings of the 33rd International Conference on Software Engineering
224713,224714,Synchronization support and group-membership services for reliable distributed multimedia applications,Fabio Panzieri;Marco Roccetti,1997.0,Multimedia Systems
834198,834199,Involving non-players in pervasive games,Jenny Niemi;Susanna Sawano;Annika Waern,2005.0,Proceedings of the 4th decennial conference on Critical computing: between sense and sensibility
1683974,1683975,A new approach for concurrent program slicing,Pierre Rousseau,2006.0,FORTE'06 Proceedings of the 26th IFIP WG 6.1 international conference on Formal Techniques for Networked and Distributed Systems
1215399,1215400,Unsupervised part-of-speech tagging employing efficient graph clustering,Chris Biemann,2006.0,COLING ACL '06 Proceedings of the 21st International Conference on computational Linguistics and 44th Annual Meeting of the Association for Computational Linguistics: Student Research Workshop
